dats	tims	lons	lats	shear	mes		
07/02/2000	0:00	-74,36	27,36	a	2		
07/02/2000	0:00	-128,82	17,82	c	2		
07/02/2000	0:00	-135,395	15	a	2		
07/02/2000	6:00	-29	20,302	a	2		
07/02/2000	6:00	-68	28,553	a	2		
07/02/2000	6:00	-133	11,779	a	2		
07/02/2000	12:00	-30	19,864	a	2		
07/02/2000	12:00	-61	30,354	a	2		
07/02/2000	12:00	-132	9,864	a	2		
07/02/2000	18:00	-31,662	19,338	a	2		
07/02/2000	18:00	-130,431	9,569	a	2		
08/02/2000	0:00	-32	18,589	a	2		
08/02/2000	0:00	-98,178	27,822	a	2		
08/02/2000	0:00	-111,531	32,469	c	2		
08/02/2000	0:00	-129	9,501	a	2		
08/02/2000	6:00	-27,872	20,128	a	2		
08/02/2000	6:00	-93,157	26,843	c	2		
08/02/2000	6:00	-106	31,013	c	2		
08/02/2000	6:00	-129	8,636	c	2		
08/02/2000	6:00	-165	20,851	a	2		
08/02/2000	12:00	-28	19,648	a	2		
08/02/2000	12:00	-100	29,092	c	2		
08/02/2000	12:00	-127,248	8,752	c	2		
08/02/2000	12:00	-158,518	20,482	a	2		
08/02/2000	18:00	156,829	34,829	c	2		
08/02/2000	18:00	92,373	27,373	c	2		
08/02/2000	18:00	-29	19,563	a	2		
08/02/2000	18:00	-122,315	25,685	c	2		
08/02/2000	18:00	-153	20,832	a	2		
09/02/2000	0:00	92	26,611	c	2		
09/02/2000	0:00	6,194	21,806	a	2		
09/02/2000	0:00	-117	27,441	c	2		
09/02/2000	0:00	-155,112	22,112	a	2		
09/02/2000	6:00	6,495	20,495	a	2		
09/02/2000	6:00	-113	29,962	c	2		
09/02/2000	6:00	-152	20,572	a	2		
09/02/2000	12:00	111,59	28,59	c	2		
09/02/2000	12:00	13	20,803	a	2		
09/02/2000	12:00	-89,247	23,753	a	2		
09/02/2000	12:00	-101	31,311	c	2		
09/02/2000	12:00	-151	19,95	a	2		
09/02/2000	12:00	-163,579	28,579	c	2		
09/02/2000	18:00	13	20,768	a	2		
09/02/2000	18:00	-87	23,838	a	2		
09/02/2000	18:00	-94,98	29,98	c	2		
09/02/2000	18:00	-147	19,171	a	2		
10/02/2000	0:00	17	21,215	c	2		
10/02/2000	0:00	-8,546	41	a	2		
10/02/2000	0:00	-83,713	23,713	a	2		
10/02/2000	0:00	-145	19,032	a	2		
10/02/2000	0:00	-151	33,208	c	2		
10/02/2000	0:00	-160	23,217	a	2		
10/02/2000	0:00	-165,183	41,817	a	2		
10/02/2000	6:00	-1,793	36,793	a	2		
10/02/2000	6:00	-78,715	24,285	c	2		
10/02/2000	6:00	-142	19,41	a	2		
10/02/2000	12:00	6	29,628	a	2		
10/02/2000	12:00	-33	30,607	a	2		
10/02/2000	12:00	-70,069	27,069	c	2		
10/02/2000	12:00	-78	25,847	c	2		
10/02/2000	12:00	-139	20,769	a	2		
10/02/2000	18:00	10,019	26,981	a	2		
10/02/2000	18:00	-74,485	25,485	c	2		
10/02/2000	18:00	-134	22,152	a	2		
11/02/2000	0:00	10	25,092	a	2		
11/02/2000	0:00	-67	26,732	c	2		
11/02/2000	0:00	-117,351	29,649	a	2		
11/02/2000	0:00	-145	23,034	c	2		
11/02/2000	6:00	9	25,636	a	2		
11/02/2000	6:00	-23,159	30	a	2		
11/02/2000	6:00	-62	28,872	c	2		
11/02/2000	6:00	-145,804	21,196	a	2		
11/02/2000	12:00	3,067	26,933	c	2		
11/02/2000	12:00	-30	27,27	a	2		
11/02/2000	12:00	-57,583	32	c	2		
11/02/2000	12:00	-94	33,845	a	2		
11/02/2000	12:00	-145,468	19,532	a	2		
11/02/2000	18:00	-30,923	25,077	c	2		
11/02/2000	18:00	-143	18,136	a	2		
12/02/2000	0:00	10,858	25,142	a	2		
12/02/2000	0:00	-32,647	23,353	a	2		
12/02/2000	0:00	-130	23,039	a	2		
12/02/2000	6:00	16,243	24,757	c	2		
12/02/2000	6:00	-31	22,491	a	2		
12/02/2000	6:00	-62	26,498	a	2		
12/02/2000	12:00	3,452	32,452	a	2		
12/02/2000	12:00	-27,24	21,24	a	2		
12/02/2000	12:00	-44,58	38,58	c	2		
12/02/2000	12:00	-59	26,126	a	2		
12/02/2000	18:00	-25,317	21,317	a	2		
12/02/2000	18:00	-54,539	25,539	a	2		
13/02/2000	0:00	111,396	32,396	c	2		
13/02/2000	0:00	79,706	27,706	c	2		
13/02/2000	0:00	-21	23,064	a	2		
13/02/2000	0:00	-44,789	33,789	c	2		
13/02/2000	0:00	-98,43	30,57	a	2		
13/02/2000	6:00	126	32,792	c	2		
13/02/2000	6:00	22	24,404	a	2		
13/02/2000	6:00	-26	24,217	a	2		
13/02/2000	6:00	-52,6	27,4	c	2		
13/02/2000	6:00	-87	31,851	a	2		
13/02/2000	12:00	29,759	25,759	c	2		
13/02/2000	12:00	-24,672	23,672	a	2		
13/02/2000	12:00	-38	36,552	c	2		
13/02/2000	12:00	-50,001	25,999	c	2		
13/02/2000	12:00	-77,88	30,88	a	2		
13/02/2000	18:00	47	33,18	c	2		
13/02/2000	18:00	-26	24,138	a	2		
13/02/2000	18:00	-47	24,868	c	2		
13/02/2000	18:00	-66,99	28,01	a	2		
13/02/2000	18:00	-133	36,719	c	2		
14/02/2000	0:00	76,864	23,864	a	2		
14/02/2000	0:00	-27	24,109	a	2		
14/02/2000	0:00	-63	27,016	a	2		
14/02/2000	0:00	-133	35,895	c	2		
14/02/2000	6:00	75,691	26,309	a	2		
14/02/2000	6:00	25	24,836	c	2		
14/02/2000	6:00	3	24,825	a	2		
14/02/2000	6:00	-39,541	21,459	c	2		
14/02/2000	6:00	-59	26,11	a	2		
14/02/2000	12:00	66	31,836	a	2		
14/02/2000	12:00	37	28,611	c	2		
14/02/2000	12:00	-34,18	19,82	c	2		
14/02/2000	12:00	-55,907	25,093	a	2		
14/02/2000	12:00	-61,558	37,442	a	2		
14/02/2000	12:00	-139	25,599	c	2		
14/02/2000	18:00	81,223	25,223	a	2		
14/02/2000	18:00	16,67	23,67	a	2		
14/02/2000	18:00	-29,223	19,777	c	2		
14/02/2000	18:00	-52	24,317	a	2		
15/02/2000	0:00	63	28,756	c	2		
15/02/2000	0:00	-25	21,516	c	2		
15/02/2000	0:00	-36,489	23	a	2		
15/02/2000	6:00	167	28,857	c	2		
15/02/2000	6:00	83	24,835	a	2		
15/02/2000	6:00	-30,917	22,083	a	2		
15/02/2000	6:00	-143,965	22,965	c	2		
15/02/2000	12:00	88,603	24,603	a	2		
15/02/2000	12:00	-35	21,309	a	2		
15/02/2000	18:00	90	24,264	c	2		
15/02/2000	18:00	-33,689	21,311	a	2		
16/02/2000	0:00	-33,387	21,613	a	2		
16/02/2000	0:00	-58,211	37	c	2		
16/02/2000	0:00	-127,441	26,559	c	2		
16/02/2000	0:00	-142,512	19,512	a	2		
16/02/2000	0:00	-172	24,271	c	2		
16/02/2000	6:00	106,133	27,133	a	2		
16/02/2000	6:00	-31	22,358	a	2		
16/02/2000	6:00	-139	18,95	a	2		
16/02/2000	6:00	-168,936	21	a	2		
16/02/2000	12:00	91	25,557	a	2		
16/02/2000	12:00	-47	23,217	a	2		
16/02/2000	12:00	-78	38,249	c	2		
16/02/2000	12:00	-136	20,09	a	2		
16/02/2000	12:00	-168	16,625	a	2		
16/02/2000	18:00	-44	22,18	a	2		
16/02/2000	18:00	-136,493	19,507	a	2		
16/02/2000	18:00	-165	23,182	a	2		
17/02/2000	0:00	-40,181	22,181	a	2		
17/02/2000	0:00	-123,987	23,013	a	2		
17/02/2000	0:00	-150,254	31,746	a	2		
17/02/2000	6:00	90,54	26,54	a	2		
17/02/2000	6:00	6	22,14	a	2		
17/02/2000	6:00	-127,809	20,191	a	2		
17/02/2000	6:00	-146,301	34,699	a	2		
17/02/2000	12:00	86,696	26,696	c	2		
17/02/2000	12:00	25	26,582	c	2		
17/02/2000	12:00	-38,597	22,403	a	2		
17/02/2000	12:00	-108	27,11	a	2		
17/02/2000	12:00	-143,572	34,428	a	2		
17/02/2000	18:00	92	27,274	c	2		
17/02/2000	18:00	32,777	30	c	2		
17/02/2000	18:00	-34,084	22,916	a	2		
17/02/2000	18:00	-114	21,532	a	2		
17/02/2000	18:00	-141	32,991	a	2		
18/02/2000	0:00	92	27,598	c	2		
18/02/2000	0:00	-38	25,451	a	2		
18/02/2000	0:00	-76,345	26	a	2		
18/02/2000	0:00	-137,407	25,407	a	2		
18/02/2000	6:00	99	29,632	c	2		
18/02/2000	6:00	-34	24,901	c	2		
18/02/2000	6:00	-72	23,912	a	2		
18/02/2000	6:00	-134,338	24,662	a	2		
18/02/2000	12:00	-69,687	22,687	a	2		
18/02/2000	12:00	-132	26,911	a	2		
18/02/2000	18:00	86,985	26,985	c	2		
18/02/2000	18:00	28,092	28,092	a	2		
18/02/2000	18:00	-63	25,345	a	2		
18/02/2000	18:00	-129,59	26,41	a	2		
19/02/2000	0:00	86,927	27,073	c	2		
19/02/2000	0:00	53	31,312	a	2		
19/02/2000	0:00	-60	25,008	a	2		
19/02/2000	0:00	-97,442	35,558	c	2		
19/02/2000	0:00	-126,17	24,83	a	2		
19/02/2000	6:00	63,487	28,487	a	2		
19/02/2000	6:00	-17,391	23,609	c	2		
19/02/2000	6:00	-69,9	24,1	a	2		
19/02/2000	6:00	-115,15	23,85	c	2		
19/02/2000	6:00	-125,123	25,123	a	2		
19/02/2000	12:00	92,169	27,169	c	2		
19/02/2000	12:00	-58	19,797	a	2		
19/02/2000	12:00	-127	24,173	a	2		
19/02/2000	18:00	87	27,355	c	2		
19/02/2000	18:00	72,456	28,544	a	2		
19/02/2000	18:00	-55	20,641	a	2		
20/02/2000	0:00	114,499	30,501	c	2		
20/02/2000	0:00	-63,624	21,624	a	2		
20/02/2000	0:00	-127	21,746	a	2		
20/02/2000	6:00	-61,406	22,406	a	2		
20/02/2000	6:00	-125	19,655	a	2		
20/02/2000	12:00	-26,598	22,598	a	2		
20/02/2000	12:00	-120,594	20,594	a	2		
20/02/2000	18:00	173,061	30,939	a	2		
20/02/2000	18:00	-63,404	19,596	a	2		
20/02/2000	18:00	-115,563	24,437	a	2		
21/02/2000	0:00	-17	22,662	a	2		
21/02/2000	0:00	-47,342	46,658	c	2		
21/02/2000	6:00	-23	23,065	a	2		
21/02/2000	6:00	-103	31,937	a	2		
21/02/2000	6:00	-135,74	31,26	a	2		
21/02/2000	6:00	-175,609	30,391	a	2		
21/02/2000	12:00	41,309	28,691	c	2		
21/02/2000	12:00	-25,988	22,012	a	2		
21/02/2000	12:00	-102,369	31,631	a	2		
21/02/2000	12:00	-129	25,658	a	2		
21/02/2000	12:00	-165,321	30	a	2		
21/02/2000	18:00	63,701	28,701	a	2		
21/02/2000	18:00	50,122	28,878	c	2		
21/02/2000	18:00	3,246	28,246	a	2		
21/02/2000	18:00	-23,733	20,733	a	2		
21/02/2000	18:00	-82	30,351	a	2		
21/02/2000	18:00	-163,149	30,149	a	2		
22/02/2000	0:00	105,518	31,518	a	2		
22/02/2000	0:00	8	28,879	a	2		
22/02/2000	0:00	-23	20,667	a	2		
22/02/2000	0:00	-76,992	25,992	a	2		
22/02/2000	0:00	-109,151	31	c	2		
22/02/2000	0:00	-155,898	29,898	a	2		
22/02/2000	6:00	75	29,438	c	2		
22/02/2000	6:00	-24	22,087	a	2		
22/02/2000	6:00	-74	23,161	a	2		
22/02/2000	6:00	-149,369	28,631	a	2		
22/02/2000	12:00	74	29,795	c	2		
22/02/2000	12:00	-24	22,099	a	2		
22/02/2000	12:00	-70	22,31	a	2		
22/02/2000	12:00	-104,007	33,993	c	2		
22/02/2000	12:00	-111	23,754	c	2		
22/02/2000	18:00	-23	22,266	a	2		
22/02/2000	18:00	-65	22,603	c	2		
22/02/2000	18:00	-103,398	28	c	2		
23/02/2000	0:00	-23	22,46	a	2		
23/02/2000	0:00	-103,075	25,925	c	2		
23/02/2000	6:00	-23	22,503	c	2		
23/02/2000	6:00	-78	32,802	a	2		
23/02/2000	6:00	-100,343	28,343	c	2		
23/02/2000	6:00	-134	25,159	a	2		
23/02/2000	12:00	-23	23,048	a	2		
23/02/2000	12:00	-94	28,529	c	2		
23/02/2000	12:00	-129	23,361	a	2		
23/02/2000	18:00	-1,849	31,849	a	2		
23/02/2000	18:00	-34,295	30,705	c	2		
23/02/2000	18:00	-63,766	23,766	c	2		
23/02/2000	18:00	-85	29,226	c	2		
23/02/2000	18:00	-121,557	23,557	a	2		
24/02/2000	0:00	2,791	31,791	a	2		
24/02/2000	0:00	-69,988	28	a	2		
24/02/2000	0:00	-87	29,763	c	2		
24/02/2000	0:00	-117	24,74	a	2		
24/02/2000	6:00	6,498	30,498	a	2		
24/02/2000	6:00	-32,562	22,562	c	2		
24/02/2000	6:00	-38,569	25	a	2		
24/02/2000	6:00	-48,193	33	c	2		
24/02/2000	6:00	-68,843	27	a	2		
24/02/2000	6:00	-111,842	28,158	a	2		
24/02/2000	12:00	-27,79	21,79	c	2		
24/02/2000	12:00	-36	23,542	a	2		
24/02/2000	12:00	-68,505	25,495	a	2		
24/02/2000	12:00	-106	30,25	c	2		
24/02/2000	18:00	-25	21,679	c	2		
24/02/2000	18:00	-33,574	22,426	a	2		
24/02/2000	18:00	-63	24,826	a	2		
24/02/2000	18:00	-98,736	35,264	a	2		
25/02/2000	0:00	-24,521	21,479	c	2		
25/02/2000	0:00	-30,701	25,299	a	2		
25/02/2000	0:00	-59,059	24,941	c	2		
25/02/2000	0:00	-80,086	29,914	a	2		
25/02/2000	0:00	-103,86	34,86	c	2		
25/02/2000	6:00	90,253	27,253	c	2		
25/02/2000	6:00	-10,177	27	c	2		
25/02/2000	6:00	-45,732	29,268	c	2		
25/02/2000	6:00	-77	27,428	a	2		
25/02/2000	6:00	-101	28,946	c	2		
25/02/2000	12:00	92,296	27,296	a	2		
25/02/2000	12:00	-4	29,565	c	2		
25/02/2000	12:00	-32,273	30	a	2		
25/02/2000	12:00	-56	25,661	c	2		
25/02/2000	12:00	-72,823	24,823	a	2		
25/02/2000	12:00	-100,197	33	c	2		
25/02/2000	12:00	-125,539	34,539	a	2		
25/02/2000	18:00	8	28,292	a	2		
25/02/2000	18:00	-56	24,95	c	2		
25/02/2000	18:00	-71,973	24,027	a	2		
25/02/2000	18:00	-96	35,361	c	2		
25/02/2000	18:00	-122	32,112	a	2		
25/02/2000	18:00	-158	33,75	c	2		
26/02/2000	0:00	117	29,922	c	2		
26/02/2000	0:00	92,425	27,425	c	2		
26/02/2000	0:00	-26	25,423	a	2		
26/02/2000	0:00	-55	25,252	c	2		
26/02/2000	0:00	-68,044	23,956	a	2		
26/02/2000	0:00	-93	39,691	c	2		
26/02/2000	0:00	-116	28,567	a	2		
26/02/2000	0:00	-153,782	33,782	c	2		
26/02/2000	6:00	-24,22	24,78	a	2		
26/02/2000	6:00	-51	26,522	c	2		
26/02/2000	6:00	-67,684	23,316	a	2		
26/02/2000	6:00	-109	27,916	a	2		
26/02/2000	6:00	-141,726	36,274	c	2		
26/02/2000	12:00	-22,356	24,356	a	2		
26/02/2000	12:00	-47,127	29	c	2		
26/02/2000	12:00	-63,338	22,662	a	2		
26/02/2000	12:00	-89,236	42	c	2		
26/02/2000	12:00	-110,474	26,474	a	2		
26/02/2000	12:00	-150,125	31,875	c	2		
26/02/2000	18:00	-20	23,794	a	2		
26/02/2000	18:00	-50,18	25,82	c	2		
26/02/2000	18:00	-69	28,563	a	2		
26/02/2000	18:00	-93,337	31,337	c	2		
26/02/2000	18:00	-105,644	31	a	2		
26/02/2000	18:00	-139	30,405	a	2		
27/02/2000	0:00	-17,364	22,364	a	2		
27/02/2000	0:00	-42	36,122	a	2		
27/02/2000	0:00	-48,098	27,098	c	2		
27/02/2000	0:00	-58	26,074	a	2		
27/02/2000	0:00	-93,448	31,448	c	2		
27/02/2000	0:00	-101	27,22	a	2		
27/02/2000	0:00	-112	43,863	a	2		
27/02/2000	6:00	-13,828	22,172	a	2		
27/02/2000	6:00	-54,642	26,358	a	2		
27/02/2000	6:00	-96	26,429	a	2		
27/02/2000	12:00	90	25,488	a	2		
27/02/2000	12:00	-13	23,279	a	2		
27/02/2000	12:00	-58,583	25,417	a	2		
27/02/2000	12:00	-87,841	29,841	c	2		
27/02/2000	18:00	-9	23,449	a	2		
27/02/2000	18:00	-61,368	26,368	a	2		
28/02/2000	0:00	88	25,894	a	2		
28/02/2000	0:00	-10,281	24,281	a	2		
28/02/2000	0:00	-62	25,621	a	2		
28/02/2000	0:00	-80,165	33	c	2		
28/02/2000	0:00	-85,191	27,809	a	2		
28/02/2000	6:00	92	25,558	a	2		
28/02/2000	6:00	-10	24,024	a	2		
28/02/2000	6:00	-60,071	25,071	a	2		
28/02/2000	6:00	-80	26,679	c	2		
28/02/2000	12:00	-11	24,588	a	2		
28/02/2000	12:00	-76	25,945	a	2		
28/02/2000	18:00	-8	24,051	a	2		
29/02/2000	0:00	-8	23,66	a	2		
29/02/2000	0:00	-71,699	26	a	2		
29/02/2000	0:00	-102,654	34,654	c	2		
29/02/2000	6:00	-35	32,081	c	2		
29/02/2000	6:00	-70	24,993	a	2		
29/02/2000	6:00	-95,851	41,851	c	2		
29/02/2000	12:00	-33,838	32,838	c	2		
29/02/2000	12:00	-129	25,549	a	2		
29/02/2000	18:00	90,441	26,441	a	2		
29/02/2000	18:00	-26	32,821	c	2		
29/02/2000	18:00	-124,885	25,115	a	2		
01/03/2000	0:00	93	24,496	a	3		
01/03/2000	0:00	-38,055	30,055	c	3		
01/03/2000	0:00	-121	24,558	a	3		
01/03/2000	6:00	100	24,213	c	3		
01/03/2000	6:00	94	25,35	a	3		
01/03/2000	6:00	-18,547	28,547	c	3		
01/03/2000	6:00	-119	23,628	a	3		
01/03/2000	12:00	89	25,524	a	3		
01/03/2000	12:00	-13,644	26,356	a	3		
01/03/2000	12:00	-53	29,634	a	3		
01/03/2000	12:00	-115	25,606	a	3		
01/03/2000	12:00	-138,203	41	c	3		
01/03/2000	18:00	121,488	30	c	3		
01/03/2000	18:00	96	23,921	a	3		
01/03/2000	18:00	-10,861	24,861	c	3		
01/03/2000	18:00	-26	28,532	c	3		
01/03/2000	18:00	-52,156	32,156	c	3		
01/03/2000	18:00	-112	28,199	a	3		
02/03/2000	0:00	114,778	29,778	c	3		
02/03/2000	0:00	-21	26,565	a	3		
02/03/2000	0:00	-38,041	33	a	3		
02/03/2000	0:00	-108,71	28,29	a	3		
02/03/2000	0:00	-138,434	29,566	a	3		
02/03/2000	6:00	96	23,498	c	3		
02/03/2000	6:00	-20	25,795	a	3		
02/03/2000	6:00	-108	32,19	a	3		
02/03/2000	6:00	-126,604	39	c	3		
02/03/2000	6:00	-136,032	29,968	a	3		
02/03/2000	6:00	-158	39,871	c	3		
02/03/2000	12:00	95,432	24,568	c	3		
02/03/2000	12:00	-84,448	34,552	c	3		
02/03/2000	12:00	-104,464	32,464	a	3		
02/03/2000	12:00	-122,311	39	c	3		
02/03/2000	12:00	-134	25,413	a	3		
02/03/2000	18:00	-30,167	33,167	c	3		
02/03/2000	18:00	-104,451	32,451	a	3		
02/03/2000	18:00	-134	21,854	a	3		
03/03/2000	0:00	102	23,063	c	3		
03/03/2000	0:00	-27	33,665	c	3		
03/03/2000	0:00	-101,829	32,829	a	3		
03/03/2000	0:00	-136,521	19,479	a	3		
03/03/2000	6:00	108,801	24,801	c	3		
03/03/2000	6:00	58,258	30,742	a	3		
03/03/2000	6:00	-15	28,625	a	3		
03/03/2000	6:00	-99	33,244	a	3		
03/03/2000	6:00	-131	21,92	c	3		
03/03/2000	12:00	111	25,585	c	3		
03/03/2000	12:00	89,504	26,496	a	3		
03/03/2000	12:00	58	31,373	a	3		
03/03/2000	12:00	-13,832	29	a	3		
03/03/2000	12:00	-98	34,128	a	3		
03/03/2000	12:00	-116	28,483	c	3		
03/03/2000	18:00	82,966	32	a	3		
03/03/2000	18:00	-10,514	28	a	3		
03/03/2000	18:00	-95	34,167	a	3		
03/03/2000	18:00	-120,182	29,182	c	3		
04/03/2000	0:00	-4	25,592	a	3		
04/03/2000	0:00	-92	34,119	a	3		
04/03/2000	0:00	-129,085	33,915	c	3		
04/03/2000	6:00	55,37	32,63	c	3		
04/03/2000	6:00	-99,306	34,694	a	3		
04/03/2000	6:00	-126	30,204	c	3		
04/03/2000	12:00	143,635	31,365	c	3		
04/03/2000	12:00	91	28,977	c	3		
04/03/2000	12:00	71	29,759	a	3		
04/03/2000	12:00	33	30,792	a	3		
04/03/2000	12:00	-127,543	26,457	a	3		
04/03/2000	18:00	10	27,737	c	3		
04/03/2000	18:00	-37,886	28,114	a	3		
04/03/2000	18:00	-144	31,967	a	3		
05/03/2000	0:00	151,415	32,415	a	3		
05/03/2000	0:00	-3,626	22,626	a	3		
05/03/2000	0:00	-33,753	27,247	a	3		
05/03/2000	0:00	-116,685	27,315	c	3		
05/03/2000	0:00	-151	39,501	c	3		
05/03/2000	6:00	2	22,906	a	3		
05/03/2000	6:00	-32,039	24,961	a	3		
05/03/2000	6:00	-66	32,14	a	3		
05/03/2000	6:00	-113	28,589	c	3		
05/03/2000	6:00	-156	42,25	c	3		
05/03/2000	12:00	102	26,308	a	3		
05/03/2000	12:00	4,127	24	a	3		
05/03/2000	12:00	-28,577	24,423	a	3		
05/03/2000	12:00	-107,558	24,558	c	3		
05/03/2000	12:00	-132	31,504	a	3		
05/03/2000	18:00	169,842	20,842	a	3		
05/03/2000	18:00	102	26,59	c	3		
05/03/2000	18:00	7,088	25,088	a	3		
05/03/2000	18:00	-24	25,171	a	3		
05/03/2000	18:00	-104	26,429	c	3		
06/03/2000	0:00	174,017	21	a	3		
06/03/2000	0:00	12,678	26,678	a	3		
06/03/2000	0:00	-101	24,844	c	3		
06/03/2000	6:00	20,358	29,358	a	3		
06/03/2000	6:00	-92,448	31,552	c	3		
06/03/2000	6:00	-144,045	41,955	c	3		
06/03/2000	12:00	108,541	26,459	a	3		
06/03/2000	12:00	-98	29,598	a	3		
06/03/2000	12:00	-141,583	38,417	c	3		
06/03/2000	18:00	115	26,455	c	3		
06/03/2000	18:00	-85,69	32,31	a	3		
06/03/2000	18:00	-123,445	32	a	3		
06/03/2000	18:00	-131	37,156	c	3		
07/03/2000	0:00	-78,434	32,566	a	3		
07/03/2000	0:00	-120,665	30,335	a	3		
07/03/2000	0:00	-171,386	25,614	a	3		
07/03/2000	6:00	-6	29,224	c	3		
07/03/2000	6:00	-25,51	24	a	3		
07/03/2000	6:00	-117	25,773	a	3		
07/03/2000	6:00	-164,592	27,408	a	3		
07/03/2000	12:00	-31,967	26,967	a	3		
07/03/2000	12:00	-107	29,753	c	3		
07/03/2000	12:00	-114	26,735	c	3		
07/03/2000	12:00	-162	26,868	a	3		
07/03/2000	18:00	-28	26,313	a	3		
07/03/2000	18:00	-109	24,883	c	3		
07/03/2000	18:00	-151,678	25,678	a	3		
08/03/2000	0:00	97,567	30,433	c	3		
08/03/2000	0:00	-31,553	25,553	a	3		
08/03/2000	0:00	-105	26,574	c	3		
08/03/2000	0:00	-145,67	24,33	a	3		
08/03/2000	0:00	-154	34,355	a	3		
08/03/2000	6:00	-31,982	28	a	3		
08/03/2000	6:00	-101	29,16	c	3		
08/03/2000	6:00	-141,331	22,669	a	3		
08/03/2000	12:00	90,402	24,598	c	3		
08/03/2000	12:00	-18,547	24,453	a	3		
08/03/2000	12:00	-33,07	31	a	3		
08/03/2000	12:00	-98	31,153	c	3		
08/03/2000	12:00	-137	21,558	a	3		
08/03/2000	18:00	-28	29,581	a	3		
08/03/2000	18:00	-92,414	33,414	c	3		
08/03/2000	18:00	-133,235	20,765	a	3		
09/03/2000	0:00	-26,623	30	a	3		
09/03/2000	0:00	-40,371	32,629	c	3		
09/03/2000	0:00	-87	34,647	c	3		
09/03/2000	0:00	-122	23,038	a	3		
09/03/2000	0:00	-146,387	35,613	a	3		
09/03/2000	6:00	93,843	26,157	a	3		
09/03/2000	6:00	-52,219	23,781	a	3		
09/03/2000	6:00	-128,752	23,248	a	3		
09/03/2000	12:00	97	25,273	c	3		
09/03/2000	12:00	-17	25,959	a	3		
09/03/2000	12:00	-59,403	26,597	a	3		
09/03/2000	12:00	-77	29,939	a	3		
09/03/2000	12:00	-121	24,465	a	3		
09/03/2000	12:00	-147,746	31	c	3		
09/03/2000	18:00	101,376	24,376	c	3		
09/03/2000	18:00	-12,296	25,296	a	3		
09/03/2000	18:00	-55,784	24,216	c	3		
09/03/2000	18:00	-72	32,32	a	3		
09/03/2000	18:00	-117,574	24,574	a	3		
09/03/2000	18:00	-138,236	36,764	c	3		
09/03/2000	18:00	-157,847	20,847	a	3		
10/03/2000	0:00	-3,497	23,503	a	3		
10/03/2000	0:00	-114,902	25,098	a	3		
10/03/2000	0:00	-137,194	37	c	3		
10/03/2000	0:00	-155	17,381	a	3		
10/03/2000	6:00	-5,776	22,776	a	3		
10/03/2000	6:00	-56	24,597	a	3		
10/03/2000	6:00	-109	25,811	a	3		
10/03/2000	6:00	-135,835	33,835	c	3		
10/03/2000	6:00	-153	15,097	a	3		
10/03/2000	12:00	90	26,809	a	3		
10/03/2000	12:00	-4	22,341	a	3		
10/03/2000	12:00	-51,823	23,823	a	3		
10/03/2000	12:00	-58	29,679	a	3		
10/03/2000	12:00	-114	38,331	a	3		
10/03/2000	12:00	-152	12,321	a	3		
10/03/2000	18:00	-3,11	22,11	a	3		
10/03/2000	18:00	-48	24,219	a	3		
10/03/2000	18:00	-54,359	26,641	a	3		
10/03/2000	18:00	-91,32	30	c	3		
10/03/2000	18:00	-98,678	27,322	a	3		
10/03/2000	18:00	-112,337	41	a	3		
10/03/2000	18:00	-148	10,725	a	3		
11/03/2000	0:00	-51,384	24,616	a	3		
11/03/2000	0:00	-85,36	31,64	a	3		
11/03/2000	0:00	-146,268	10,268	c	3		
11/03/2000	6:00	-40,144	28,856	c	3		
11/03/2000	6:00	-65,677	31,677	a	3		
11/03/2000	6:00	-140,609	16,609	c	3		
11/03/2000	6:00	-149,311	16	a	3		
11/03/2000	12:00	-38	24,756	c	3		
11/03/2000	12:00	-57,534	29	a	3		
11/03/2000	12:00	-89,196	34,804	c	3		
11/03/2000	12:00	-140,494	18	c	3		
11/03/2000	12:00	-146	11,005	a	3		
11/03/2000	18:00	-33,279	31,721	c	3		
11/03/2000	18:00	-51	26,489	a	3		
11/03/2000	18:00	-135,232	26	c	3		
11/03/2000	18:00	-146	9,69	a	3		
12/03/2000	0:00	-31	28,512	c	3		
12/03/2000	0:00	-50,685	24,685	a	3		
12/03/2000	0:00	-133,824	27,824	c	3		
12/03/2000	0:00	-146	8,031	a	3		
12/03/2000	6:00	-30,635	28	c	3		
12/03/2000	6:00	-45	22,774	a	3		
12/03/2000	6:00	-139	22,417	a	3		
12/03/2000	6:00	-174,894	30,106	c	3		
12/03/2000	12:00	-25,21	30	c	3		
12/03/2000	12:00	-43	21,962	a	3		
12/03/2000	12:00	-137,442	24,558	a	3		
12/03/2000	18:00	-5,408	26	a	3		
12/03/2000	18:00	-23	30,638	c	3		
12/03/2000	18:00	-39,064	22,064	a	3		
12/03/2000	18:00	-137,887	26,113	a	3		
13/03/2000	0:00	-31,47	25,47	c	3		
13/03/2000	0:00	-37	22,522	a	3		
13/03/2000	0:00	-46,296	37,704	a	3		
13/03/2000	0:00	-136	26,317	a	3		
13/03/2000	0:00	-164	23,477	a	3		
13/03/2000	6:00	91,7	26,7	a	3		
13/03/2000	6:00	5,078	21,078	a	3		
13/03/2000	6:00	-41,943	32	a	3		
13/03/2000	6:00	-98,135	21,135	a	3		
13/03/2000	6:00	-132,846	27,154	a	3		
13/03/2000	12:00	126,477	29,477	a	3		
13/03/2000	12:00	-24,311	29	c	3		
13/03/2000	12:00	-41,299	28,299	a	3		
